index,author,updated_at,like_count,text,video_id,public,label,processed_text,platform
10,@thanhvule9237,2024-06-03T09:26:42Z,0,Bắt kỳ vô địch,iMQ_lK_saqE,True,0.0,bắt kỳ vô_địch,Youtube Short
11,@khanhduy9466,2024-06-02T15:28:51Z,0,Nói thật tao rất ghét mấy đứa phân biệt vùng miền,iMQ_lK_saqE,True,2.0,nói thật tao rất ghét mấy đứa phân_biệt vùng miền,Youtube Short
12,@nguyenoananh7670,2024-06-02T12:51:31Z,0,"It's okay, I'm in need of others who are seriously injured, but I don't want to do what's best for me. I asked him again.",iMQ_lK_saqE,True,0.0,it s okay i m in need of others who are seriously injured but i don t want to do what s best for me i asked him again,Youtube Short
13,@nguyenoananh7670,2024-06-02T12:47:53Z,0,có lông,iMQ_lK_saqE,True,0.0,có lông,Youtube Short
14,@thetruong1254,2024-06-01T12:31:50Z,0,Tu nay ko hay chong doi lai thanh phan phan biet,iMQ_lK_saqE,True,0.0,tu nay không hay chong doi lai thanh phan phan_biết,Youtube Short
15,@sonnguyenngoc6407,2024-05-30T16:46:54Z,0,"Người bắc khôn lỏi mưu mô thủ đoạn hơn người nam nhưng lại thua xa tố chất người xứ thanh từ ngàn xưa đến nay ,bởi vậy nam ghét băc,bắc  ghét Thanh Hóa, bắc cại trị nam mấy chục năm  ,còn Thanh Hóa cai trị bắc hàng ngàn năm😂",iMQ_lK_saqE,True,1.0,người bắc khôn_lỏi mưu_mô thủ_đoạn hơn người nam nhưng lại thua xa tố_chất người xứ thanh từ ngàn_xưa đến nay bởi_vậy nam ghét băc bắc ghét thanh_hoá bắc cại trị nam mấy chục năm còn thanh_hoá cai_trị bắc hàng ngàn năm,Youtube Short
16,@Complete.Famous.Youtube,2024-05-29T08:30:56Z,0,Cũng giống đông nam bộ,iMQ_lK_saqE,True,0.0,cũng giống đông_nam_bộ,Youtube Short
17,@style5989,2024-05-27T15:05:32Z,0,"Ừ thì dân Miền Trung, Nam hầu như đều có định kiến vè lũ Bắc Kỳ hết",iMQ_lK_saqE,True,1.0,ừ thì dân miền trung nam hầu_như đều có định_kiến vè lũ bắc kỳ hết,Youtube Short
18,@KullBill,2024-05-27T11:44:11Z,0,"1 người nói thì có thể sai, nhưng cả nước nói thì mấy ông Thanh Hóa phải xem lại bản thân",iMQ_lK_saqE,True,0.0,1 người nói thì có_thể sai nhưng cả nước nói thì mấy ông thanh_hoá phải xem_lại bản_thân,Youtube Short
19,@user-yh8ef7cp9q,2024-05-27T11:17:59Z,0,"Bắc kì:×
Nam kì:×
Trung kì:×
Đồng bào:✓",iMQ_lK_saqE,True,4.0,bắc kì nam kì trung kì đồng_bào,Youtube Short
20,@vnchbudait,2024-05-26T05:05:42Z,0,"cái này nhiều ông thấy khó chịu chứ tôi thấy chẳng làm sao
thỉnh thoảng thấy mấy thg ranh vào cmt linh tinh thì chướng mắt thôi",iMQ_lK_saqE,True,0.0,cái này nhiều ông thấy khó_chịu chứ tôi thấy chẳng làm_sao thỉnh_thoảng thấy mấy thg ranh vào comment linh_tinh thì chướng mắt thôi,Youtube Short
21,@ninhcao3438,2024-05-26T05:05:38Z,0,"Phải phân biệt bọn barky, bọn t cũng bị phân biệt. Nói thì nói thôi. T vẫn ghét bọn bazky",iMQ_lK_saqE,True,1.0,phải phân_biệt bọn barky bọn t cũng bị phân_biệt nói_thì nói thôi t vẫn ghét bọn bazky,Youtube Short
22,@mapca4355,2024-05-24T14:45:50Z,0,"họ phân biệt vùng miền để quản trị cho phù hợp ,vì phong tục tập quán khác nhau .Có nẽ bạn nghĩ sai rồi ,ngay như nước Mỹ và các nước phát triển họ có luật ,bang khác nhau đó thôi ,bạn k hiểu rõ đừng đưa tin sai nữa",iMQ_lK_saqE,True,0.0,họ phân_biệt vùng miền để quản_trị cho phù_hợp vì phong_tục tập_quán khác nhau có nẽ bạn nghĩ sai rồi ngay như nước mỹ và các nước phát_triển họ có luật bang khác nhau đó thôi bạn không hiểu rõ đừng đưa tin sai nữa,Youtube Short
23,@Congucinh-ci1ks,2024-05-23T23:36:18Z,0,Bắc Kì hay nam kì cũng chỉ là một người cùng nước thôi ta không nên phân biệt vùng miền 54 dân tộc Việt Nam mái là anh em là người cùng một nhà,iMQ_lK_saqE,True,2.0,bắc kì hay nam kì cũng chỉ là một người cùng nước thôi ta không nên phân_biệt vùng miền 54 dân_tộc việt_nam mái là anh_em là người cùng một nhà,Youtube Short
24,@BangNguyen-sc9te,2024-05-20T13:49:40Z,3,"Ai quê ở Thanh Hóa thì 
👇",iMQ_lK_saqE,True,0.0,ai quê ở thanh_hoá thì,Youtube Short
25,@FunnyAI2024,2024-05-19T09:54:17Z,1,Bọn Hoa Thanh Quế nghe thôi là đã hãi chạy tránh xa Bắc Cầy mau,iMQ_lK_saqE,True,1.0,bọn hoa thanh quế nghe thôi là đã hãi chạy tránh xa bắc cầy mau,Youtube Short
26,@VuDacKhanh,2024-05-19T00:42:20Z,0,"Parky có nghĩa là Việt Cộng nhé mọi người, ở VN chỉ quy ra 2 loại người thôi, phần lớn là yêu nước mong đất nước hoà bình phát triển, phần còn lại 1 số ít là 3/// chuyên phá hoại, cứ cái gì tích cực người dân vui mừng đoàn kết thì chúng biến thành tiêu cực và tự nhục gây mất đoàn kết, điển hình là mỗi lần bóng đá VN thắng và tình hình làm ăn của vinfast. Bọn 3/// thường gọi những người yêu nước là parky, bake, hoặc bắc kì, không cần biết đối phương là người vùng miền nào😂😂😂. Cứ thấy ai nói tốt về đất nước này là tìm cách vùi dập😂😂😂. Và 3/// không riêng gì ở miền nào nhé, nó rải rác khắp mọi miền tổ quốc😂",iMQ_lK_saqE,True,4.0,parky có nghĩa là việt cộng nhé mọi người ở việt_nam chỉ quy ra 2 loại người thôi phần_lớn là yêu nước mong đất_nước hoà_bình phát_triển phần còn lại 1 số_ít là 3 chuyên phá_hoại cứ cái gì tích_cực người_dân vui_mừng đoàn_kết thì chúng biến thành tiêu_cực và tự nhục gây mất đoàn_kết điển_hình là mỗi lần bóng_đá việt_nam thắng và tình_hình làm_ăn của vinfast bọn 3 thường gọi những người yêu nước là parky bake hoặc bắc kì không cần biết đối_phương là người vùng miền nào cứ thấy ai nói tốt về đất_nước này là tìm cách vùi dập và 3 không riêng gì ở miền nào nhé nó rải_rác khắp mọi miền tổ quốc,Youtube Short
27,@kokuryuu01,2024-05-17T12:57:42Z,0,"Đây là cách bọn tàu dùng để gọi miền bắc, bọn 3 que thấy thế nên cũng sử dụng và bây giờ đến lượt bọn pbvm dùng",iMQ_lK_saqE,True,0.0,đây là cách bọn tàu dùng để gọi miền bắc bọn 3 que thấy thế nên cũng sử_dụng và bây_giờ đến lượt bọn pbvm dùng,Youtube Short
28,@TienTran-lh6dy,2024-05-17T08:51:22Z,1,Tôi toàn thấy phần đa là người miền bắc mới phân biệt đối xử thì đúng hơn tôi tiếp xúc và làm việc với người bắc rất nhiều chỉ cần nói về người Miền Nam mấy ông cứ bảo bọn miền nam thế này bọn Miền Nam thế kia nhiều người còn chửi cả cách ăn uống Miền Nam người bắc rất coi thường người Miền Nam,iMQ_lK_saqE,True,1.0,tôi toàn thấy phần đa là người miền bắc mới phân_biệt đối_xử thì đúng hơn tôi tiếp_xúc và làm_việc với người bắc rất nhiều chỉ cần nói về người miền nam mấy ông cứ bảo bọn miền nam thế_này bọn miền nam thế kia nhiều người còn chửi cả cách ăn_uống miền nam người bắc rất coi_thường người miền nam,Youtube Short
29,@NguyenDuy-qv3de,2024-05-16T22:58:07Z,0,hay,iMQ_lK_saqE,True,0.0,hay,Youtube Short
30,@thatngodang5026,2024-05-16T02:52:05Z,0,Mình nhớ hồi học sinh cấp 1 chO đến cho cấp 3.mình bị lũ bạn nói kao ghét dân bắc Kỳ lắm. Mình ko biết tại sao lũ bạn mình ghét dân bắc Kỳ. Tại cha mẹ  mình gốc bắc đẻ ra Miền Nam.tới giờ hết rồi. Nay mình đã 45tuoi rồi ko ai nói nữa,iMQ_lK_saqE,True,4.0,mình nhớ hồi học_sinh cấp 1 cho đến cho cấp 3 mình bị lũ bạn nói kao ghét dân bắc kỳ lắm mình không biết tại_sao lũ bạn mình ghét dân bắc kỳ tại cha_mẹ mình gốc bắc đẻ ra miền namtới giờ hết rồi nay mình đã 45tuoi rồi không ai nói nữa,Youtube Short
31,@Yeny_niyo,2024-05-15T14:04:47Z,0,Nam-Bắc một nhà,iMQ_lK_saqE,True,2.0,nambắc một nhà,Youtube Short
32,@minhkhatran2414,2024-05-13T16:34:41Z,0,Công viên y,iMQ_lK_saqE,True,0.0,công_viên y,Youtube Short
33,@voich4285,2024-05-13T09:21:29Z,0,"Chúg ta phải nên tự hào vì chúg ta là Bắc kỳ 😂😂 , kkkkk ..........",iMQ_lK_saqE,True,4.0,chúng_ta phải nên tự_hào vì chúng_ta là bắc kỳ k,Youtube Short
34,@voich4285,2024-05-13T09:19:39Z,2,"Sôg có thể cạn
Núi có thể mòn 
Bắc kỳ thì mãi mãi vẫn là bắc kỳ 😂",iMQ_lK_saqE,True,1.0,sôg có_thể cạn núi có_thể mòn bắc kỳ thì mãi_mãi vẫn là bắc kỳ,Youtube Short
35,@hoanganhcover7240,2024-05-12T06:05:40Z,0,Em thấy hiện tain mạng xã hội có nhuengx nhóm fb ảo để ảnh chó mèo lợn gà núi non vào các bài viết bình luộn rất khó ưa,iMQ_lK_saqE,True,0.0,em thấy hiện tain mạng xã_hội có nhuengx nhóm facebok ảo để ảnh chó mèo lợn gà núi_non vào các bài viết bình luộn rất khó ưa,Youtube Short
36,@NPPThanhTrong-kb4kp,2024-05-11T13:18:30Z,0,Lũ Parky haha,iMQ_lK_saqE,True,1.0,lũ parky haha,Youtube Short
37,@user-ww1bd9gq6h,2024-05-11T06:46:19Z,0,Em là người Thanh Hóa,iMQ_lK_saqE,True,0.0,em là người thanh_hoá,Youtube Short
38,@Sang83,2024-05-10T13:59:05Z,0,"Hoàn toàn nhất trí với bạn , một video ngắn nhưng rất bổ ích",iMQ_lK_saqE,True,0.0,hoàn_toàn nhất_trí với bạn một video ngắn nhưng rất bổ_ích,Youtube Short
39,@manhpham-yk4sp,2024-05-10T05:51:28Z,22,tự hào là người Thanh Hóa,iMQ_lK_saqE,True,0.0,tự_hào là người thanh_hoá,Youtube Short
40,@Giahuynauan,2024-05-10T04:57:47Z,0,"Ở trên tik tok rất nhiều câu từ như này , càng nói thì phân biệt vùng miền càng nhiều tik tok còn ko cấm mấy câu này nữa",iMQ_lK_saqE,True,0.0,ở trên tik tok rất nhiều câu từ như này càng nói thì phân_biệt vùng miền càng nhiều tik tok còn không cấm mấy câu này nữa,Youtube Short
41,@ThanhPhongTran-od4hk,2024-05-09T13:59:46Z,0,"Một cái déo gì, bao năm roi dân miên nam có ai lam đc chưc danh gi liên k,roi bóng đá có ai là dân thật sự gốc miên nam k, mây ông cư luon miệng nói k phân biệt, nhưng cư nhìn hiện tại đi",iMQ_lK_saqE,True,4.0,một cái déo gì bao năm roi dân miên nam có ai lam được chưc danh gi liên không roi bóng_đá có ai là dân thật_sự gốc miên nam không mây ông cư luon miệng nói không phân_biệt nhưng cư nhìn hiện_tại đi,Youtube Short
42,@kolikegenshin6450,2024-05-08T05:08:20Z,1,Việt Nam sparky,iMQ_lK_saqE,True,1.0,việt_nam sparky,Youtube Short
43,@Meanmememimvienvn,2024-05-05T05:00:52Z,0,namky,iMQ_lK_saqE,True,1.0,namky,Youtube Short
44,@cakjuss-kv8bs,2024-05-04T14:21:34Z,0,Người kinh ở miền nam là người miền bắc khai phá ra đấy chửi người miền bắc chẳng khác nào tự hủy,iMQ_lK_saqE,True,0.0,người kinh ở miền nam là người miền bắc khai_phá ra đấy chửi người miền bắc chẳng khác_nào tự hủy,Youtube Short
45,@luonghung8629,2024-05-03T17:37:42Z,0,Thay vì parky Ae gọi bắc kỳ luôn cho nhanh😂,iMQ_lK_saqE,True,1.0,thay_vì parky anh_em gọi bắc kỳ luôn cho nhanh,Youtube Short
46,@user-vm9vt1jq2d,2024-05-03T04:53:16Z,0,Mẹ em là ng thanh hóa❤❤❤,iMQ_lK_saqE,True,0.0,mẹ em là người thanh hóa,Youtube Short
47,@thanhtuangrill,2024-05-02T15:36:49Z,0,I Love you ❤❤❤❤,iMQ_lK_saqE,True,0.0,i love you,Youtube Short
48,@91.Boy99,2024-05-01T14:19:34Z,0,Ko hiểu sao từ này trên tiktok là mình thấy nhiều,iMQ_lK_saqE,True,0.0,không hiểu sao từ này trên tiktok là mình thấy nhiều,Youtube Short
49,@alol4174,2024-05-01T10:32:29Z,0,Chuyến đi bắc kỳ năm ất hợi,iMQ_lK_saqE,True,4.0,chuyến đi bắc kỳ năm ất hợi,Youtube Short
50,@binhbaluc8952,2024-04-30T11:39:49Z,1,Bây giờ trên tiktok video nào liên quan tới anh hùng Việt nam là có từ parky *-mấy cái thứ trẻ trâu mồ côi video nào cũng parky-* còn bác hồ vĩ đại nó cũng xúc phạm chịu :(,iMQ_lK_saqE,True,2.0,bây_giờ trên tiktok video nào liên_quan tới anh_hùng việt_nam là có từ parky mấy cái thứ trẻ trâu mồ_côi video nào cũng parky còn bác_hồ vĩ_đại nó cũng xúc_phạm chịu,Youtube Short
51,@guestgaming631,2024-04-30T10:06:46Z,1,"Việt Nam là một
Miền nam là một nhà",iMQ_lK_saqE,True,2.0,việt_nam là một miền nam là một nhà,Youtube Short
52,@huynhphat5336,2024-04-29T12:53:14Z,1,parkycho cay,iMQ_lK_saqE,True,1.0,parkycho cay,Youtube Short
53,@cangibietten5471,2024-04-29T07:01:53Z,1,Parky,iMQ_lK_saqE,True,1.0,parky,Youtube Short
54,@MinhMC_VN0,2024-04-29T04:09:54Z,1,Hồ là parky,iMQ_lK_saqE,True,1.0,hồ là parky,Youtube Short
55,@Tn-nam,2024-04-29T03:45:30Z,0,36 thanh hoá chào ae nhá,iMQ_lK_saqE,True,0.0,36 thanh_hoá chào anh_em nhá,Youtube Short
56,@user-dq8px3zk7v,2024-04-28T15:58:31Z,0,có dụ đó trong nc này hả,iMQ_lK_saqE,True,0.0,có dụ đó trong nc này hả,Youtube Short
57,@Binbe7978,2024-04-28T13:11:23Z,0,"Namky  , trungky thời đô hộ",iMQ_lK_saqE,True,1.0,namky trungky thời đô_hộ,Youtube Short
58,@SonLe-gf9oj,2024-04-28T04:21:28Z,1,Đây là lý do tôi thích kênh này 😊,iMQ_lK_saqE,True,0.0,đây là lý_do tôi thích kênh này,Youtube Short
59,@thanhtungle5017,2024-04-28T00:09:08Z,0,"Parky: Dân Nam chửi miền Bắc
Namkiki + Calihihi: Cách dân Bắc chửi lũ phản quốc vẫn đang lay lắt sống qua ngày ở miền Nam",iMQ_lK_saqE,True,1.0,parky dân nam chửi miền bắc namkiki calihihi cách dân bắc chửi lũ phản_quốc vẫn đang lay_lắt sống qua_ngày ở miền nam,Youtube Short
60,@ngocannhienvo9438,2024-04-27T10:30:05Z,0,"lớp mình có 1 bạn miền Bắc và bị 2 bạn nam gọi là parky, nghe  mà muốn sống dậy đấm nó 1 trận",iMQ_lK_saqE,True,4.0,lớp mình có 1 bạn miền bắc và bị 2 bạn nam gọi là parky nghe mà muốn sống dậy đấm nó 1 trận,Youtube Short
61,@avocadooo1612,2024-04-27T09:43:00Z,0,t dân thanh hóa trc chs game bị tụi nó khinh :(,iMQ_lK_saqE,True,0.0,t dân thanh_hoá trước chẳng hiểu sao game bị tụi nó khinh,Youtube Short
62,@mrmeo2801.,2024-04-26T16:04:04Z,0,"Parky😂😂😂
Em tưởng là câu tiếng anh hoạt là pả ky mà ky e liên tưởng đến ki mà ki lại là c hó parky nghĩa là pả chó :l",iMQ_lK_saqE,True,1.0,parky em tưởng là câu tiếng anh hoạt là pả ky mà ky em liên_tưởng đến ki mà ki lại là chị hó parky nghĩa_là pả chó l,Youtube Short
63,@khoaangnguyen8038,2024-04-26T11:50:44Z,0,"ai phân biệt vụng miền, xuống suối vàng có dám nhìn mặt vua Gia Long ko , nam bắc một nhà",iMQ_lK_saqE,True,2.0,ai phân_biệt vụng miền xuống suối_vàng có dám nhìn mặt vua gia long không nam bắc một nhà,Youtube Short
64,@dio8618,2024-04-25T12:40:37Z,0,"Parky vẫn là từ tiếng anh mà, tính từ chỉ lạnh lẽo, rét cóng",iMQ_lK_saqE,True,0.0,parky vẫn là từ tiếng anh mà tính từ chỉ lạnh_lẽo rét cóng,Youtube Short
65,@Sovietunionofficial1991,2024-04-25T11:21:59Z,0,"Tui là người miền Nam, nhung tui thấy buồn vì đến giờ vẫn có thành phần PBVM, chắc chắn sẽ có mấy thằng trẻ trâu spam vào comment của tui và spam Parky này Parky nọ nhưng tui là người miền Nam 100% quê Bến Tre",iMQ_lK_saqE,True,4.0,tui là người miền nam nhung tui thấy buồn vì đến giờ vẫn có thành_phần pbvm chắc_chắn sẽ có mấy thằng trẻ trâu spam vào comment của tui và spam parky này parky nọ nhưng tui là người miền nam 100 quê bến_tre,Youtube Short
66,@LordHeaven001,2024-04-24T11:27:39Z,3,"Miền Bắc ✅
Bắc kì ❌
Nghe chưa lũ phân biệt 😎",iMQ_lK_saqE,True,4.0,miền bắc bắc kì nghe chưa lũ phân_biệt,Youtube Short
67,@vominhngocAG,2024-04-23T07:44:23Z,0,Người miền Nam dễ chịu nhất ❤❤❤,iMQ_lK_saqE,True,4.0,người miền nam dễ_chịu nhất,Youtube Short
68,@bcda8235,2024-04-21T06:59:35Z,0,quê em ở miền bắc và bác em hay gọi em là bắc kỳ và em ko bt bác nói gì nhưng giờ em đang rất phẫn nộ vs bác,iMQ_lK_saqE,True,4.0,quê em ở miền bắc và bác em hay gọi em là bắc kỳ và em không bt bác nói gì nhưng giờ em đang rất phẫn_nộ với bác,Youtube Short
69,@johnsmit99,2024-04-20T17:13:52Z,1,Parky cay 😂😂,iMQ_lK_saqE,True,1.0,parky cay,Youtube Short
70,@user-wt1xr4bo5x,2024-04-19T05:33:20Z,1,"Tiếng Anh
Parky: (từ lóng) lạnh, rét cóng (không khí, thời tiết...)",iMQ_lK_saqE,True,0.0,tiếng anh parky từ lóng lạnh rét cóng không_khí thời_tiết,Youtube Short
71,@yeuelio3458,2024-04-19T05:12:29Z,1,Trên tik tok thì chịu rồi,iMQ_lK_saqE,True,0.0,trên tik tok thì chịu rồi,Youtube Short
72,@Cat_boomT36,2024-04-18T14:05:19Z,1,36 Thanh Hoá đây...,iMQ_lK_saqE,True,0.0,36 thanh_hoá đây,Youtube Short
73,@nguyenviethai-cr6gj,2024-04-17T21:16:55Z,0,Chia để trị thời pháp hay thời vua chúa(đàng trong*đàng ngoài)cũng không bằng +sản nhé.63tỉnh chia nhỏ còn hơn trung quốc,iMQ_lK_saqE,True,0.0,chia_để_trị thời pháp hay thời vua_chúa đàng trong đàng ngoài cũng không bằng sản nhé 63 tỉnh chia nhỏ còn hơn trung_quốc,Youtube Short
74,@JohnWick-yc4el,2024-04-17T09:40:48Z,0,Parky mãi đỉnh,iMQ_lK_saqE,True,4.0,parky mãi đỉnh,Youtube Short
75,@phuongthaole7,2024-04-17T09:14:19Z,0,"Em ở Hà Tĩnh, mà em về bình định có mấy người kêu em là bắc kỳ, cứ tưởng là họ giỡn với em, h biết họ kêu em là bắc kỳ là j rồi 😭😞",iMQ_lK_saqE,True,4.0,em ở hà_tĩnh mà em về bình_định có mấy người kêu em là bắc kỳ cứ tưởng là họ giỡn với em h biết họ kêu em là bắc kỳ là gì rồi,Youtube Short
76,@ngaongotv4515,2024-04-16T16:39:54Z,0,Ngày xưa Thanh Hóa bao nhiêu nhân tài anh tài còn bọn trẻ thanh hóa bây giờ nó phá sạch và đừng có ăn mày dĩ vãng nữa không tự nhiên người ta lại kỳ thị 1 người nói thì có lẽ người ta sai nhưng quá nhiều người nói thì bạn hãy xem lại bản thân mình,iMQ_lK_saqE,True,1.0,ngày_xưa thanh_hoá bao_nhiêu nhân_tài anh_tài còn bọn trẻ thanh_hoá bây_giờ nó phá sạch và đừng có ăn mày dĩ_vãng nữa không tự_nhiên người ta lại kỳ_thị 1 người nói thì có_lẽ người ta sai nhưng quá nhiều người nói thì bạn hãy xem_lại bản_thân mình,Youtube Short
77,@nhantran361,2024-04-14T23:31:14Z,1,Gọi là BaKe chứ,iMQ_lK_saqE,True,1.0,gọi là bake chứ,Youtube Short
78,@trungem1093,2024-04-14T07:29:12Z,0,Parky,iMQ_lK_saqE,True,1.0,parky,Youtube Short
79,@vietnguyen7917,2024-04-13T14:03:20Z,0,"ko thông não đc bọn PBVM đâu ad à , t là 1 ví dụ nè , bây h chúng ta chỉ cần quan tâm đến việc giả sử đất nước có chiến loạn thì bắt lấy tay nhau mà bảo vệ thôi , ko chống phá nhà nước , ko 3/// là đc nhỉ Ng MN YÊU DẤU ơi :))",iMQ_lK_saqE,True,2.0,không thông não được bọn pbvm đâu admin à t là 1 ví_dụ nè bây h chúng_ta chỉ cần quan_tâm đến việc giả_sử đất_nước có chiến loạn thì bắt lấy tay nhau mà bảo_vệ thôi không chống_phá nhà_nước không 3 là được nhỉ người mọi người_yêu dấu ơi,Youtube Short
80,@dungngo1807s,2024-04-13T13:19:00Z,1,"Thằng Dưa leo á, trùm phân biệt vùng miền gây chia rẻ",iMQ_lK_saqE,True,0.0,thằng dưa_leo á trùm phân_biệt vùng miền gây chia rẻ,Youtube Short
81,@haphan4898,2024-04-11T14:56:48Z,0,Tưởng bary,iMQ_lK_saqE,True,1.0,tưởng bary,Youtube Short
82,@phandichphong1189,2024-04-11T03:13:56Z,0,"Chỉ có hậu duệ Basque(/// XL) mới phân biệt vùng miền, còn đã là nguời VN sau 1975 thì ko còn nam, trung, hay bắc nữa! Ở đâu cũng có ngưòi này, nguời nọ, dân tộc VN là 1, sống có thể cạn, núi có thể mòn nhưng bọn 3/// xỏ lá thì mãi mãi ko bao giờ làm ngưòi VN nữa, bộ tộc 3/// ăn thịt đồng loại trên những chuyến tàu tị nạn vẫn bô bô chĩa mõm về VN chửi quê huơng đất nứoc trong khi kẽ răng của mình thì vẫn dính thịt đồng loại! 😂",iMQ_lK_saqE,True,4.0,chỉ có_hậu duệ basque xin_lỗi mới phân_biệt vùng miền còn đã là người việt_nam sau 1975 thì không còn nam trung hay bắc nữa ở đâu cũng có ngưòi này người nọ dân_tộc việt_nam là 1 sống có_thể cạn núi có_thể mòn nhưng bọn 3 xỏ_lá thì mãi_mãi không bao_giờ làm ngưòi việt_nam nữa bộ_tộc 3 ăn thịt đồng_loại trên những chuyến tàu tị_nạn vẫn bô_bô chĩa mõm về việt_nam chửi quê huơng đất nưóc trong khi kẽ răng của mình thì vẫn dính thịt đồng_loại,Youtube Short
83,@HaoNguyen-sm3nf,2024-04-10T13:22:32Z,0,Cực kỳ ghét tụi phân biệt này,iMQ_lK_saqE,True,2.0,cực_kỳ ghét tụi phân_biệt này,Youtube Short
84,@huythanh1303,2024-04-09T10:54:15Z,0,THAG PARKY ĐANG SUA GI VAY,iMQ_lK_saqE,True,1.0,thag parky đang sua gi vay,Youtube Short
85,@tng_ng_2501,2024-04-09T08:39:07Z,0,"T vẫn cay câu nói : Dân Thanh Hóa ăn rau má phá đường tàu 
Vậy mà cứ đem lịch sử ra tự hào 👍",iMQ_lK_saqE,True,4.0,t vẫn cay câu nói dân thanh_hoá ăn rau mẹ phá đường tàu vậy_mà cứ đem lịch_sử ra tự_hào,Youtube Short
86,@nguyenbathanh0406,2024-04-09T01:58:18Z,0,Bản thân tôi rất ghét kiểu phân biệt như z,iMQ_lK_saqE,True,2.0,bản_thân tôi rất ghét kiểu phân_biệt như_vậy,Youtube Short
